phrase,target
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services,neutral
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas,neutral
The phones are targeted at first time users in growth markets,neutral
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details",neutral
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 %",neutral
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009",neutral
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree",neutral
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.",neutral
The acquisition is expected to take place by the end of August 2007,neutral
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products",neutral
"The money will be spread mainly over 2011 and 2012 , the company said",neutral
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers",neutral
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million",neutral
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit",neutral
EUR 152.4 mn of this was net interest income,neutral
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005,neutral
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007",neutral
Two other sites will be included later on,neutral
"Under a preliminary estimation , the technology park will measure about 50,000 square meters",neutral
Also the development of online businesses will continue,neutral
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts",neutral
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics",neutral
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations",neutral
Autotank Group is part of Aspo 's Systems Division,neutral
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services",neutral
The idea of saving electricity in data transfer is still a new one,neutral
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights",neutral
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com,neutral
Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards,neutral
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-ï¿½801-ï¿½6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401",neutral
Delivery is expected to take place later this month,neutral
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press",neutral
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting,neutral
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms",neutral
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection",neutral
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small",neutral
`` There is no room to modify the share component as we have already indicated . ',neutral
"The total floor area of the plant expansion is 29,000 square metres",neutral
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy",neutral
The contract includes heating plant equipment and associated installation work,neutral
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes",neutral
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008",neutral
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance",neutral
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008",neutral
No planned closing date was provided,neutral
Construction is scheduled to start in April-June 2007 and to be completed in early 2008,neutral
